69,69,69,69,69,69,69,69,69,69,59,4,4,4,4,1,1,1,1,1,1,9,21,21,21,21,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,41,53,53,53,53,53
69,69,69,69,69,69,69,69,69,69,59,4,4,4,4,4,1,1,1,1,1,9,21,21,21,21,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,41,53,53,53,53,53
69,69,69,69,69,69,69,69,69,69,59,4,4,4,4,4,4,1,1,1,1,9,21,21,21,21,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,41,53,53,53,53,53
69,69,69,69,69,69,69,69,69,69,59,4,4,4,4,4,4,1,1,1,1,9,21,21,21,21,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,41,53,53,53,53,53
69,69,69,69,69,69,69,69,69,69,59,4,4,4,4,4,4,4,1,1,1,9,21,21,21,21,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,41,53,53,53,53,53
69,69,69,69,69,69,69,69,69,69,59,4,4,4,4,4,4,1,1,1,1,9,21,21,21,21,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,45,52,53,53,53,53,53
69,69,69,69,69,69,69,69,69,69,59,4,4,4,4,4,1,1,1,1,1,9,21,21,21,21,21,11,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,41,53,53,53,53,53,53
69,69,69,69,69,69,69,69,69,69,59,4,4,4,4,1,1,1,1,1,1,9,21,21,21,21,21,11,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,41,53,53,53,53,53,53
69,69,69,69,69,65,58,58,58,58,64,4,4,4,1,1,1,1,1,1,1,14,10,10,10,10,10,16,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,41,53,53,53,53,53,53
69,69,69,69,65,64,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,41,53,53,53,53,53,53
69,69,69,65,64,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,41,53,53,53,53,53,53
58,58,58,64,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,41,53,53,53,53,53,53
4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,41,53,53,53,53,53,53
4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,41,53,53,53,53,53,53
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,12,12,12,12,12,12,44,44,47,3,3,3,44,47,3,46,51,53,53,53,53,53
4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,21,21,21,21,21,21,53,53,53,43,3,3,45,53,43,3,3,41,53,53,53,53,53
4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,21,21,21,21,21,53,53,53,49,48,3,45,52,53,43,3,3,41,53,53,53,53,53
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,21,21,21,21,21,53,53,49,48,3,3,41,53,53,43,3,3,41,53,53,53,53,53
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,21,21,21,21,21,53,53,43,3,3,45,52,53,53,43,3,3,41,37,37,37,37,37
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,21,21,21,21,53,53,49,48,3,45,52,53,53,53,43,2,2,30,26,26,26,26,26
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,21,21,21,53,53,53,43,3,3,41,53,37,37,37,27,2,2,2,2,2,2,2,2
